<<<<<<< HEAD
﻿Reviews,Customer Rating,GPT4o,Manual,Gemini 1.5 (Pro)
rất nhỏ khó sd ,3,negative,negative,negative
"Nhỏ gọn và nhẹ nhàng, Món quà tuyệt vời cho người yêu game, rất nhỏ, mua trang trí thì OK, chứ chơi là hư mắt hết vì có chút xíu àh, có vài trò à, đi bộ vượt ngại vật, xếp hình, hứng banh  ",3,neutral,positive,neutral
"hàng chất lượng đúng như quảng cáo, giá ổn, còn độ bền cần thêm thời gian mới trả lời đc. ",4,neutral,positive,positive
"hàng như quảng cáo, chất lượng khá tốt, giá rẻ, còn độ bền phải đợi thời gian. ",4,positive,positive,positive
"hàng chất lượng đúng như quảng cáo, giá ổn, còn độ bền cần thêm thời gian mới trả lời đc. ",4,neutral,positive,positive
cái này có chơi đc ko ...mà thẫy mở ko lên hya chỉ treo đt .......nên cho 4 sao thôi ,4,neutral,neutral,negative
"hàng chất lượng đúng như quảng cáo, giá ổn, còn độ bền cần thêm thời gian mới trả lời đc. ",4,neutral,positive,positive
"hàng chất lượng đúng như quảng cáo, giá ổn, còn độ bền cần thêm thời gian mới trả lời đc. ",4,neutral,positive,positive
"hàng chất lượng đúng như quảng cáo, giá ổn, còn độ bền cần thêm thời gian mới trả lời đc. ",4,neutral,positive,positive
"hàng như quảng cáo, chất lượng khá tốt, giá rẻ, còn độ bền phải đợi thời gian. ",4,positive,positive,positive
"Trông bé hơn trên hình và khó sử dụng do Nút bấm nhỏ, đang tìm hiểu cách chơi như thế nào? ",4,negative,negative,negative
Đáng tiền:ok,4,positive,positive,neutral
"nhỏ xíu, kích thước 5x5cm.  ",4,neutral,neutral,neutral
"hàng chất lượng đúng như quảng cáo, giá ổn, còn độ bền cần thêm thời gian mới trả lời đc. ",4,neutral,positive,positive
"hàng như quảng cáo, chất lượng khá tốt, giá rẻ, còn độ bền phải đợi thời gian. ",4,positive,positive,positive
"Chất lượng:Cũ,shop bán đồ vừa xước vừa cũ không có dây cáp và thông tin của router nchung là Đồ cũ Tính năng:oke chạy ổn Chất liệu:nhìn hơi phèn",1,negative,negative,negative
"Sản phẩm quá tệ , lỗi liên tục . Bảo hướng dẫn cho khách thì qua loa . Xong bắt khách chịu tiền phí ship 2 chiều để gửi lại đổi cái khác .",1,negative,negative,negative
Mạng hay bị đứt .. ,1,negative,negative,negative
chắt lượng dỡ lừa gạt ,1,negative,negative,negative
rất kém.wifi hỏng không kết nối được.thất vọng.,1,negative,negative,negative
Shop giao sai sản phẩm mình cần hoàn trả,1,negative,negative,negative
máy cũ từ đời nào k biết,1,neutral,negative,negative
Hàng xài không được. Mọi người mua cẩn thận mất tiền oan nha!,1,negative,negative,negative
Chập trờn không ổn định như Xit... phí tiền,1,negative,negative,negative
Shop giao hàng cũ lừa đảo,1,negative,negative,negative
Tính năng:tin năng lol Chất lượng:quan què Chất liệu:,1,negative,negative,negative
wifi căng mà sóng yếu để tôi ko kết nối đc wifi shop lừa nhá ae.     mấy bình luận kia đều là lừa tôi bị lừa r:(,1,negative,negative,negative
đồ đã qua sử dụng ,1,neutral,neutral,negative
"hàng ko sài được trầy tùm lum mà cũng bán, Jo tôi muốn đổi hàng",1,negative,negative,negative
Hàng rất tồi mua đồ mới mà giao hàng đồ cũ. nhờ người nhận ko bóc ra xem. giờ bóc ra ối dồi ôi. mọi người đừng mua nhé,1,negative,negative,negative
"Tiền nào của nấy, cài đặt mà ức chế muốn vứt đi luôn. Hỗ trợ kém",1,negative,negative,negative
sạc hỏng.,1,negative,negative,negative
"xốp gửi hàng cũ, vì ít tiền lên không muốn đổi, mất việc lắm",1,negative,negative,negative
tệ ,1,negative,negative,negative
Chất lượng:đơi hàng đã bị mở truoc khi nhận hàng,1,negative,negative,negative
hàng dùng OK nhé,1,positive,positive,positive
Hàng kém chất lượng . Shop gửi hàng HƯ HỎNG . Cắm vào ko đèn nháy liên tục như video. Ko có tín hiệu wifi. Mong shop cho trả hàng ạ ,1,negative,negative,negative
hướng dẫn làm theo k được rồi nt k rep luôn...........................................,1,negative,negative,negative
"Hàng xước, chưa lắp không biết sử dụng có tốt hay không. Hàng tàu toàn tiếng trung quốc khựa ,",1,negative,negative,negative
"hàng cũ nắp núc đc núc không toàn lừa đảo không bao giờ mua của shop lừa đảo nữa,thất đức",1,negative,negative,negative
đồ dùng rồi lỗi kém chất lượng bị hỏng gắn keo vào bán tiếp. nói chung là hàng đồng nát ,1,negative,negative,negative
Shop gủi ko đúng hang với sản phẩm đã dùng rùi,1,negative,negative,negative
ko lên mạng đc nt shop ko trả lời ,2,negative,neutral,negative
"Minh mới lắp xong mà sóng có vẻ yếu, để dùng ít bữa xem sao sẽ edit lại đánh giá.",3,neutral,neutral,neutral
Ổn,3,neutral,neutral,neutral
Đã cài sẵn wifi chỉ việc cắm dùng. Giá rẻ. Rất tiếc tốc độ nó chậm hơn cái router 1 râu FPT nhỏ xíu ở nhà. Mua về để thay mà hơi thất vọng. Hình thấy mới mà hàng hơi Cũ.,3,negative,negative,negative
dung ₫uoc,3,negative,neutral,negative
"Mới nhận hàng,chưa test,không có cục nguồn,phải mua cục nguồn riêng",3,negative,neutral,negative
"mới mua , chưa biết dùng ,  nhờ shop tư vấn mà cục xúc quá )))",3,negative,neutral,positive
"giao diện Trung Quốc 🙄, shop không có dây cáp đi kèm, wifi chạy ổn",3,neutral,neutral,negative
đóng gói sơ xài và k có dây lan hơi buồn chưa sd chưa rõ chất lượng,3,negative,negative,negative
Sản phẩm là hàng đã qua sử dụng có nhiều vết xước và anten bị lỏng muốn rơi ra luôn,3,negative,negative,negative
Tính năng:chưa xài nên chưa biết nhưng giao hàng cũng khá nhanh  ,3,neutral,neutral,neutral
Hàng nhái chứ ko pải của tplink. Dùng đc nhưng cài đặt bằng tiếng TQ lên sẽ khó khăn cho các lần sau,3,negative,negative,negative
"mạng lan xài ok, wifi thỉnh thoảng rớt mạng",4,neutral,neutral,neutral
hàng ok shop,4,positive,positive,positive
ok,4,neutral,neutral,neutral
"giao hàng khá nhanh, trông hình thức cũng khá ổn, phải dùng lâu mới biết",4,neutral,positive,neutral
"mạng lan xài ok, wifi thỉnh thoảng rớt mạng",4,neutral,neutral,neutral
"Đúng là hàng bãi mới rẻ được như vậy. Giao diện cài đặt hoàn toàn tiếng Tàu. Mất công mầy mò để cài. Tóm lại hàng này ko biết táy máy thì ko nên mua dùng, bỏ 200k mua totolink cho lành.",4,negative,negative,negative
đóng gói đẹp,4,positive,positive,positive
hàng xài dc,4,neutral,positive,positive
Hàng cũ (sx 2016). Dùng ổn,4,neutral,neutral,neutral
"Dịch vụ khách hàng xuất sắc., Kết nối ổn định và đáng tin cậy., ",4,positive,positive,positive
"Trông cũng đc, chưa thử nên chưa biết chất lượng ntn",4,neutral,neutral,neutral
nt bảo đổi tên wifi nhưng ko đổi,4,negative,negative,negative
sp dùng ok nhưng đổi mk wifi hơi khó ,4,neutral,neutral,neutral
"mạng lan xài ok, wifi thỉnh thoảng rớt mạng",4,neutral,neutral,neutral
Mình làm theo hướng dẫn mà k vào được phần cái đặt mật khẩu wifi. shop vui lòng gọi lại hướng dẫn cho tiết. Thanks.,4,negative,neutral,negative
ngoại hình ok.nhưng shop đóng gói hơi lỏng lẻo chút.còn chất lượng thì đạt so với đồng tiền.sẽ ủng hộ tiếp,4,positive,positive,neutral
Tính năng: Chất lượng: Chất liệu:,4,neutral,neutral,neutral
Tốt,4,positive,positive,positive
hàng cũ sóng mạnh,4,neutral,positive,neutral
xài ok ,4,neutral,neutral,positive
c,1,neutral,neutral,neutral
tiên nào của ấy hát nghe năng ,1,neutral,neutral,neutral
rất dở. ko sài đc.lúc hát đc lúc ko.,1,negative,negative,negative
cho shop 5sao ,1,positive,positive,positive
giao vậy lấy cái dell gì ghim cho được..... amly lỗ 6ly mà giao 3.5ly ghim bằng cách nào.... ,1,negative,negative,negative
hát ĐK bữa hôm nay tịt ngòi rồi. ,1,negative,negative,negative
"Mic không giống hình shop đăng. Mic dở tệ, thu tiếng kém. Hét to vào mic mới nghe nhỏ tiếng.",1,negative,negative,negative
micro không huy âm con hu nua qua te,1,negative,negative,negative
"đặt hiệu xingma mà giao hiệu này lừa đảo ,lần sau ai dám mua nữa ",1,negative,negative,negative
thu âm kém hát mệt đứt hơi luôn không bằng những loại khác cùng tầm giá,1,negative,negative,negative
hàng mới mua về mở ra thử im ru k có tiếng gì hết tôi trả hàng lại mà cách giải quyết tôi thấy không hài lòng. sản phẩm trước khi bán làm ơn ktra đừng để mua về đổi trả mất thời gian nhất là hàng loại này ,1,negative,negative,negative
ok,1,neutral,neutral,neutral
hàng như ln về ko hát đc kém hàng thì wa lâu ,1,negative,negative,negative
dây mich quá tệ không có chống nhiễu lên khi cắm vào sôi kinh khủng không thể chấp nhận được lên phải thây cái dây khác mới dùng được ....không đáng mua phí tiền,1,negative,negative,negative
"giao hàng mick ko hát được ,bị hư,mong sóp làm ăn chân chính lại,",1,negative,negative,negative
minh đa nhân hăng mic hát rất tốt nhân viên giao hàng nhanh cho shop 5sao ,1,positive,positive,positive
shop làm ăn kì vậy đặt micro lại giao quần là sao?? ,1,negative,negative,negative
"Shop ghi dây 6,3m mà dây có 3m. Không đúng mô tả! Vừa nhận hàng chưa test, chưa đáng giá được.",1,negative,negative,negative
được mic mà cam vào loa ko được . ko biết sao ,1,negative,neutral,negative
Mic mua mấy hôm đã hỏng. Chán k biết nói gì,1,negative,negative,negative
Mích hát kem qua nấc thi be hát khong đuoc,1,negative,neutral,negative
rất tốt trông tầm tiền . Cám ơn shop,1,positive,positive,positive
tệ,1,negative,negative,negative
quá kém,1,negative,negative,negative
mic hư về ko hát được im ru .,1,negative,negative,negative
rè... không ok... tiền ít chắc có nhiêu đó,1,negative,negative,negative
mic êm hát hay . chủ shop rất uy tính làm ăn có tâm. lần sau sẽ ủng hộ tiếp.,1,positive,positive,positive
Hàng không ra gì .Hát như đọc mồm không có tiếng ,1,negative,negative,negative
hang nay minh mua ve ko dung dc,1,negative,negative,negative
mic ko hát dc gì.uổng tiền quá.,1,negative,negative,negative
thấy mọi người nhận xét ok nhưng cái mình nhận nghe nhỏ xíu thỉnh thoảng lại bị điện giât.vì bận quá nên giờ mới hát thử muốn trả hàng thì hết hạn rồi.😰😰,1,negative,negative,negative
Mi ro như ,1,neutral,neutral,neutral
hàng vỡ hơi ko hát được,1,negative,negative,negative
"chất lượng rất kém,phần dây nối vào mic 2 dây xoắn vào 1,không có cách điện dẫn tới âm thanh kém,lúc bắt lúc không.về phải tháo ra sửa lại mới dùng được ",1,negative,negative,negative
"Mới sử dụng được 1 ngày hôm nay lên lớp dạy không được, đề nghị Lazada đổi lại sản phẩm khác. Rất thất vọng",1,negative,negative,negative
Ko hay,2,neutral,neutral,negative
cắm vô bì rẹt rẹt s s ý ạ,2,neutral,neutral,negative
hàng không như quảng cáo. quảng cáo cáp dài 6.3 m thực tế 3.0m chống hú kém rơi không ngắt. nói chung không đạt yêu cầu. ,2,negative,negative,negative
rất nặng hát phải chỉnh ampli mức lớn nhất của volume mic mới có tiếng không giống như những gì đã đăng lên men suy nghĩ kỹ trước khi mua,2,negative,negative,negative
mới dùng được 1 hôm đã hỏng,2,negative,negative,negative
giống đồ chơi con trẻ mic nhẹ ca không có hơi gì hết,2,negative,negative,negative
mới nhận hát thử 1 bài karaoke chưa hết bài em nó làm thinh luôn chấp nhận thôi  tiền nào của đó mà ,2,negative,neutral,negative
tiền nào của đó thoi ko đòi hỏi được nhiều với giá như thế này.,2,negative,neutral,negative
Nhẹ tênh.Cái này chỉ hát nghịch  chơi thôi.Ít tiền chấp nhận đúng không.,2,neutral,positive,negative
Ship lâu quá. Mic hát đôi khi bị chập chờn k nhận tiếng,2,negative,negative,negative
"tiền nào của nấy....ai muốn mua thì nên mua cái tốt mà dùng chứ tầm tiền này chỉ mua để trải nghiệm, rút kinh nghiệm cho những lần sau thôi.",2,neutral,neutral,negative
bắt hơi kém. giá thì đẹp nhưng hàng ko đẹp,2,negative,negative,negative
mic hát ko hay ,2,negative,negative,negative
Mich nhẹ cắm vào vang cũng như amly tiếng xèo xèo ko dùng được ,2,negative,neutral,negative
"Ko thể chỉnh được độ vang cho mic,,tiền nào của nấy",2,negative,neutral,negative
Chán.... Như đồ chơi. Hát rất nặng tiếng.... ,2,negative,negative,negative
"Rè và ồ ,ko sài đc.dỏm..",2,negative,negative,negative
Mua về cho trẻ con hát chơi chơi thì được còn muốn hay thi tôi khuyên mua hàng đắt hơi ,2,neutral,neutral,neutral
Lấy hàng mất dạy cho khuyên ah em không nên mua shop lớn làm ăn mất dạy,2,negative,negative,negative
giao trước thời gian/ nhanh micro hát nhẹ êm tốt,2,positive,positive,positive
"chất lượng.không biết như nào nhưng dây quá ngắn, giấc 3,5 mm, không cắm được cho amply. Mic như đồ trẻ con, không nên mua",2,negative,negative,negative
"mic ko hút, bình dân thì hát cho vui được",2,neutral,positive,neutral
Mích ko hút ko hài lòng ,2,negative,negative,negative
mic thì ok còn dây thì bị nhiễu gây rè loa và quá ngắn,2,negative,negative,negative
